Ensembl.Gene.ID	Requested ID	Matched ID(s)	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000153498	ENSG00000091138	ENSG00000091138	ENST00000283550	ENSP00000283550	122258	SPACA7	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]	1	3.7972	5.50664	-1486.917534	-1482.366731	9.101606	0.010558722	-1.9763886445	1	0.0340320185	3.92047	4.52225	-1524.460448	-1519.852712	9.215472	0.009974375	-2.0011143079	1	0.0335991697	3.80036	5.66807	-1486.915628	-1482.36812	9.095016	0.010593571	-1.9749576183	1	0.0351093978	3.92157	4.52881	-1524.458029	-1519.863864	9.18833	0.01011066	-1.9952204938	1	0.0348517811
ENSG00000154548	ENSG00000147183	ENSG00000147183	ENST00000452027	ENSP00000414302	135295	SRSF12	serine/arginine-rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]	1	4.40328	126.63698	-1264.216412	-1243.92245	40.587924	0.000000002	-8.6989700043	0.000022192	1.88868085106383E-08	4.8722	170.7666	-1296.026497	-1275.860989	40.331016	0.000000002	-8.6989700043	0.000022192	0.000000019	4.39923	126.24727	-1263.959296	-1243.91905	40.080492	0.000000002	-8.6989700043	0.000022192	0.00000002	4.87279	170.7634	-1295.574437	-1275.859036	39.430802	0.000000003	-8.5228787453	0.000033288	2.9458407079646E-08
ENSG00000155833	ENSG00000189058	ENSG00000189058	ENST00000374798	ENSP00000420256	1539	CYLC2	cylicin, basic protein of sperm head cytoskeleton 2 [Source:HGNC Symbol;Acc:HGNC:2583]	1	1.6109	15.96501	-1947.53995	-1938.725876	17.628148	0.000148627	-3.8279022882	1	0.0007035688	2.09733	13.20853	-2011.342622	-2003.781596	15.122052	0.000520341	-3.2837119527	1	0.0022757997	1.57866	15.164	-1947.504292	-1938.652479	17.703626	0.000143122	-3.8442936035	1	0.0006922695	2.06767	12.67591	-2010.888845	-2003.72257	14.33255	0.000772194	-3.1122735772	1	0.0033746611
ENSG00000156575	ENSG00000162739	ENSG00000162739	ENST00000287143	ENSP00000287143	10394	PRG3	proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:9363]	4	3.56661	5.81029	-1806.219102	-1794.496261	23.445682	0.000008107	-5.091139827	0.089955272	0.00004752	3.67683	6.20238	-1843.298976	-1831.765998	23.065956	0.000009801	-5.0087296108	0.108751896	0.000057268	3.56715	5.88632	-1806.218802	-1794.501915	23.433774	0.000008155	-5.0885760346	0.09048788	4.8965303030303E-05	3.67723	6.26194	-1843.296648	-1831.767012	23.059272	0.000009834	-5.007269796	0.109118064	5.94001437125748E-05
ENSG00000156858	ENSG00000133321	ENSG00000133321	ENST00000542965	ENSP00000441641	78994	PRR14	proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]	1	4.857	10.38635	-3194.501475	-3184.404469	20.194012	0.000041203	-4.3850711617	0.457188488	0.0002142126	5.15381	12.58336	-3270.459855	-3260.886002	19.147706	0.000069523	-4.1578714958	0.771427208	0.0003532176	4.85528	10.61496	-3194.496545	-3184.396676	20.199738	0.000041085	-4.3863167087	0.45587916	0.0002192781	5.15296	12.50359	-3270.454292	-3260.88573	19.137124	0.000069892	-4.1555725318	0.775521632	0.0003668503
ENSG00000158481	ENSG00000164185	ENSG00000164185	ENST00000368170	ENSP00000357152	911	CD1C	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	2	2.88457	4.72443	-2518.341596	-2504.486577	27.710038	0.000000961	-6.0172766123	0.010663256	6.45085057471264E-06	2.82929	4.27416	-2544.636066	-2530.488266	28.2956	0.000000717	-6.1444808443	0.007955832	4.95073553204729E-06	2.88457	4.72007	-2518.334709	-2504.485383	27.698652	0.000000967	-6.0145735259	0.010729832	6.68109090909091E-06	2.8293	4.25625	-2543.426495	-2530.485151	25.882688	0.000002397	-5.620331966	0.026597112	1.58693985680191E-05
ENSG00000158488	ENSG00000150477	ENSG00000150477	ENST00000368167	ENSP00000357149	913	CD1E	CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]	1	4.09793	6.40039	-2678.652659	-2673.349661	10.605996	0.004976652	-2.3030627269	1	0.0173924191	3.9505	7.62128	-2726.111078	-2720.287063	11.64803	0.002955714	-2.5293375913	1	0.0111439356	4.09689	6.57857	-2678.605325	-2673.334581	10.541488	0.005139785	-2.2890550474	1	0.0182564008	3.95011	7.60776	-2726.076677	-2720.281257	11.59084	0.003041453	-2.5169188904	1	0.0117933809
ENSG00000159763	ENSG00000050344	ENSG00000050344	ENST00000291009	ENSP00000291009	5304	PIP	prolactin-induced protein [Source:HGNC Symbol;Acc:HGNC:8993]	14	2.77371	9.41053	-1414.866151	-1368.074426	93.58345	0	-Inf	0	0	2.72714	9.37453	-1424.095046	-1376.56655	95.056992	0	-Inf	0	0	2.77809	9.61185	-1403.059604	-1368.069527	69.980154	0	-Inf	0	0	2.72162	9.90299	-1411.783355	-1376.343881	70.878948	0	-Inf	0	0
ENSG00000160051	ENSG00000114455	ENSG00000114455	ENST00000537469	ENSP00000442291	55721	IQCC	IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545]	1	3.37353	3.38862	-3378.385865	-3372.599865	11.572	0.003070239	-2.5128278159	1	0.0112359406	3.32068	3.72957	-3431.922429	-3426.091669	11.66152	0.002935845	-2.532266877	1	0.0110727859	3.37344	3.38432	-3378.325071	-3372.597051	11.45604	0.003253513	-2.4876474536	1	0.012081988	3.33611	3.57548	-3431.878642	-3426.082811	11.591662	0.003040203	-2.5170974168	1	0.0117933809
ENSG00000160299	ENSG00000016490	ENSG00000016490	ENST00000359568	ENSP00000352572	5116	PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	4	5.2667	7.5772	-23356.03941	-23310.951034	90.176752	0	-Inf	0	0	5.10506	7.49591	-23692.496741	-23663.549304	57.894874	0	-Inf	0	0	5.2658	7.73919	-23355.390126	-23310.924611	88.93103	0	-Inf	0	0	5.10298	7.86773	-23691.301808	-23663.304785	55.994046	0	-Inf	0	0
ENSG00000161010	ENSG00000163071	ENSG00000163071	ENST00000292586	ENSP00000292586	51149	C5orf45	chromosome 5 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:30817]	1	4.91975	5.39944	-2493.34417	-2483.482679	19.722982	0.000052145	-4.2827873282	0.57860092	0.0002666364	5.18331	5.57927	-2549.066089	-2539.759861	18.612456	0.000090857	-4.0416416072	1	0.000454941	4.91006	5.15389	-2493.062644	-2483.474347	19.176594	0.000068526	-4.1641446181	0.760364496	0.0003521836	5.16701	5.0606	-2548.943896	-2539.726202	18.435388	0.000099267	-4.003195103	1	0.0005086486
ENSG00000161048	ENSG00000102387	ENSG00000102387	ENST00000417955	ENSP00000407112	222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]	1	2.39414	17.0763	-2533.174149	-2524.025606	18.297086	0.000106375	-3.9731604269	1	0.0005174647	2.67017	17.55499	-2571.566256	-2562.732184	17.668144	0.000145684	-3.8365881428	1	0.0006997877	2.38862	8.53758	-2532.822818	-2524.952745	15.740146	0.000382006	-3.4179298158	1	0.0017147001	2.58727	9.23886	-2571.4419	-2563.488847	15.906106	0.000351587	-3.4539671914	1	0.0016391636
ENSG00000161551	ENSG00000117335	ENSG00000117335	ENST00000301399	ENSP00000301399	84765	ZNF577	zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]	1	2.45793	8.94802	-3484.29561	-3472.462517	23.666186	0.00000726	-5.1390633793	0.08055696	4.27357877984085E-05	3.09022	12.74843	-3524.697149	-3511.107246	27.179806	0.000001253	-5.902048929	0.013903288	8.40585731559855E-06	2.46266	9.50448	-3483.821331	-3472.557271	22.52812	0.000012826	-4.8919087644	0.142317296	7.48644376643872E-05	3.0947	13.22031	-3524.517367	-3511.236139	26.562456	0.000001706	-5.7680209732	0.018929776	1.15425463414634E-05
ENSG00000161921	ENSG00000112077	ENSG00000112077	ENST00000293778	ENSP00000293778	58191	CXCL16	chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]	2	4.31649	3.77756	-2192.733639	-2179.368279	26.73072	0.000001569	-5.8043770564	0.017409624	1.02169154929577E-05	4.14397	3.69651	-2209.832615	-2201.780566	16.104098	0.000318449	-3.4969601106	1	0.0014475666	4.31649	3.77743	-2187.957151	-2179.368279	17.177744	0.000186166	-3.7300996325	1	0.0008831543	4.14367	3.54832	-2209.696223	-2201.777005	15.838436	0.000363687	-3.4392722225	1	0.0016898957
ENSG00000162399	ENSG00000186458	ENSG00000186458	ENST00000371265	ENSP00000360312	7809	BSND	barttin CLCNK-type chloride channel accessory beta subunit [Source:HGNC Symbol;Acc:HGNC:16512]	1	5.51105	10.78311	-2240.478205	-2228.357582	24.241246	0.000005446	-5.263922363	0.060428816	0.000032735	6.17251	11.91248	-2298.110646	-2288.572884	19.075524	0.000072078	-4.1421972725	0.799777488	0.0003653772	5.51992	11.01143	-2240.003502	-2228.390444	23.226116	0.000009047	-5.0434954097	0.100385512	5.3883796027912E-05	6.17518	12.24944	-2298.079816	-2288.59351	18.972612	0.000075884	-4.1198497846	0.842008864	0.0003966127
ENSG00000162572	ENSG00000136943	ENSG00000136943	ENST00000379116	ENSP00000368411	6339	SCNN1D	sodium channel, non-voltage-gated 1, delta subunit [Source:HGNC Symbol;Acc:HGNC:10601]	1	5.43716	7.97787	-5750.402943	-5743.225945	14.353996	0.000763958	-3.1169305169	1	0.0031649942	5.22876	7.70288	-5847.612287	-5840.092822	15.03893	0.000542423	-3.2656619037	1	0.0023630646	5.17419	7.38075	-5749.307026	-5743.394599	11.824854	0.002705612	-2.5677344835	1	0.010221815	5.22961	8.46068	-5846.916481	-5840.111682	13.609598	0.001108443	-2.9552866349	1	0.0046908023
ENSG00000162592	ENSG00000162779	ENSG00000162779	ENST00000294600	ENSP00000294600	148870	CCDC27	coiled-coil domain containing 27 [Source:HGNC Symbol;Acc:HGNC:26546]	2	5.73508	3.82375	-4901.720629	-4890.126906	23.187446	0.000009224	-5.0350807057	0.102349504	5.36985855194124E-05	5.96303	2.94128	-4986.062858	-4977.715203	16.69531	0.000236952	-3.6253396213	1	0.0010945959	5.73535	3.76727	-4901.691533	-4890.117333	23.1484	0.000009406	-5.0265950256	0.104368976	0.000055902	5.9598	2.89473	-4985.443423	-4977.668731	15.549384	0.000420237	-3.3765057125	1	0.0019324284
ENSG00000162739	ENSG00000163617	ENSG00000163617	ENST00000368057	ENSP00000357036	114836	SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	3	3.35085	6.44347	-2601.439082	-2577.988315	46.901534	0	-Inf	0	0	3.17926	5.68889	-2636.145183	-2613.802072	44.686222	0	-Inf	0	0	3.35336	6.55143	-2597.532683	-2577.982818	39.09973	0.000000003	-8.5228787453	0.000033288	2.92513181019332E-08	3.17852	5.74118	-2631.421081	-2613.788409	35.265344	0.000000022	-7.6575773192	0.000244112	1.90861610633307E-07
ENSG00000162779	ENSG00000166049	ENSG00000166049	ENST00000367618	ENSP00000356590	126859	AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]	1	3.8815	16.45981	-5768.293187	-5757.486864	21.612646	0.000020271	-4.6931248264	0.224927016	0.0001114604	4.1993	15.14823	-5833.97786	-5823.714534	20.526652	0.000034889	-4.4573114783	0.387128344	0.0001857622	3.88719	16.57844	-5768.183869	-5757.551256	21.265226	0.000024117	-4.6176767166	0.267602232	0.0001340693	4.20433	15.26538	-5833.791259	-5823.81047	19.961578	0.000046281	-4.3345972658	0.513533976	0.0002512397
ENSG00000162851	ENSG00000129465	ENSG00000129465	ENST00000366514	ENSP00000355471	64216	TFB2M	transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]	3	2.50163	2.82146	-3315.017468	-3295.283098	39.46874	0.000000003	-8.5228787453	0.000033288	2.76708229426434E-08	2.57295	2.67511	-3329.316248	-3309.720574	39.191348	0.000000003	-8.5228787453	0.000033288	2.774E-08	2.502	2.99645	-3314.934596	-3295.25206	39.365072	0.000000003	-8.5228787453	0.000033288	2.92513181019332E-08	2.57934	2.67813	-3329.295337	-3309.720835	39.149004	0.000000003	-8.5228787453	0.000033288	2.9458407079646E-08
ENSG00000162877	ENSG00000188694	ENSG00000188694	ENST00000367136	ENSP00000356104	148811	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]	2	3.71218	4.84483	-3676.153156	-3667.551948	17.202416	0.000183884	-3.7354560577	1	0.0008537142	3.57015	5.19329	-3724.114092	-3715.546445	17.135294	0.00019016	-3.7208808313	1	0.0008921841	3.72197	4.25804	-3675.981266	-3667.566195	16.830142	0.000221504	-3.6546184267	1	0.0010331267	3.57187	5.42496	-3723.943043	-3715.536969	16.812148	0.000223506	-3.6507108138	1	0.0010731383
ENSG00000162896	ENSG00000169194	ENSG00000169194	ENST00000356495	ENSP00000348888	5284	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]	1	3.74761	9.54607	-5352.173407	-5340.813924	22.718966	0.000011658	-4.933375949	0.129357168	6.67477647058823E-05	3.62914	10.36186	-5457.686042	-5446.6515	22.069084	0.000016135	-4.7922310303	0.17903396	9.14371603677222E-05	3.7506	10.05942	-5351.775805	-5340.769586	22.012438	0.000016598	-4.7799442397	0.184171408	9.46896699228792E-05	3.63812	11.26005	-5457.271781	-5446.575195	21.393172	0.000022622	-4.6454690019	0.251013712	0.0001288571
ENSG00000162949	ENSG00000106804	ENSG00000106804	ENST00000295055	ENSP00000295055	92291	CAPN13	calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]	5	3.91776	4.76138	-4958.550108	-4932.38368	52.332856	0	-Inf	0	0	3.79966	4.89621	-5029.857253	-5002.165389	55.383728	0	-Inf	0	0	3.91763	4.74063	-4958.548737	-4932.383692	52.33009	0	-Inf	0	0	3.79949	4.83967	-5029.779003	-5002.166428	55.22515	0	-Inf	0	0
ENSG00000163071	ENSG00000163565	ENSG00000163565	ENST00000295213	ENSP00000295213	132671	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	1	2.77895	8.67076	-3454.007925	-3443.934636	20.146578	0.000042192	-4.3747698876	0.468162432	0.0002189721	2.9425	7.74903	-3508.422653	-3499.600307	17.644692	0.000147402	-3.8314966238	1	0.0007065108	2.78931	9.08377	-3454.002534	-3443.902678	20.199712	0.000041085	-4.3863167087	0.45587916	0.0002192781	2.94135	7.80177	-3508.413932	-3499.582189	17.663486	0.000146023	-3.8355787333	1	0.0007246293
ENSG00000163221	ENSG00000085063	ENSG00000085063	ENST00000368737	ENSP00000357726	6283	S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	3	4.6298	6.03032	-669.25513	-658.715124	21.080012	0.000026457	-4.5774594027	0.293566872	0.0001426151	4.46838	3.99478	-685.493489	-677.452791	16.081396	0.000322084	-3.4920308489	1	0.0014628916	4.63439	6.37263	-669.210489	-658.706035	21.008908	0.000027414	-4.5620275916	0.304185744	0.0001511858	4.46838	3.99478	-685.439427	-677.452791	15.973272	0.000339976	-3.4685517401	1	0.0015903768
ENSG00000163464	ENSG00000186143	ENSG00000186143	ENST00000295683	ENSP00000295683	3577	CXCR1	chemokine (C-X-C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]	4	4.62549	8.78684	-2710.249925	-2692.789031	34.921788	0.000000026	-7.585026652	0.000288496	2.13859154929577E-07	4.47554	9.62102	-2763.280469	-2745.104226	36.352486	0.000000013	-7.8860566477	0.000144248	1.112166538165E-07	4.62111	9.18946	-2709.707425	-2692.752904	33.909042	0.000000043	-7.3665315444	0.000477128	3.5369014084507E-07	4.47368	9.81444	-2762.685143	-2744.962116	35.446054	0.00000002	-7.6989700043	0.00022192	1.74328358208955E-07
ENSG00000163518	ENSG00000179059	ENSG00000179059	ENST00000271532	ENSP00000271532	83417	FCRL4	Fc receptor-like 4 [Source:HGNC Symbol;Acc:HGNC:18507]	2	4.81265	3.89591	-3709.474727	-3696.279699	26.390056	0.00000186	-5.7304870558	0.02063856	1.19782704585026E-05	4.71903	3.90809	-3752.629772	-3739.708177	25.84319	0.000002445	-5.6117211365	0.02712972	1.57000694444444E-05	4.8134	4.00689	-3709.474735	-3696.278947	26.391576	0.000001858	-5.7309542903	0.020616368	0.000012279	4.719	3.90472	-3752.624222	-3739.707911	25.832622	0.000002458	-5.6094181214	0.027273968	1.62538545887962E-05
ENSG00000163535	ENSG00000186318	ENSG00000186318	ENST00000357799	ENSP00000350447	151246	SGOL2	shugoshin-like 2 (S. pombe) [Source:HGNC Symbol;Acc:HGNC:30812]	2	3.91814	25.9086	-7769.318388	-7754.767926	29.100924	0.00000048	-6.3187587626	0.00532608	3.34552763819095E-06	4.30803	22.97452	-7852.989518	-7840.641431	24.696174	0.000004338	-5.3627104523	0.048134448	2.69358970341354E-05	3.93298	26.22046	-7769.170475	-7754.752231	28.836488	0.000000547	-6.2620126737	0.006069512	3.89071282051282E-06	4.31061	23.06905	-7852.79094	-7840.640815	24.30025	0.000005288	-5.2767085535	0.058675648	3.33573894258101E-05
ENSG00000163554	ENSG00000131400	ENSG00000131400	ENST00000368147	ENSP00000357129	6708	SPTA1	spectrin, alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]	2	3.17322	7.08063	-15054.495803	-15025.032573	58.92646	0	-Inf	0	0	3.3425	5.0097	-15353.716913	-15334.238046	38.957734	0.000000003	-8.5228787453	0.000033288	2.774E-08	3.17314	7.169	-15052.885115	-15025.040293	55.689644	0	-Inf	0	0	3.34191	5.18078	-15353.455369	-15334.213799	38.48314	0.000000004	-8.3979400087	0.000044384	3.85277777777778E-08
ENSG00000163565	ENSG00000169905	ENSG00000169905	ENST00000368131	ENSP00000357113	3428	IFI16	interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	6	4.03992	7.76143	-4904.501428	-4860.588404	87.826048	0	-Inf	0	0	4.31657	7.30759	-4979.001323	-4938.530913	80.94082	0	-Inf	0	0	4.04	7.74327	-4895.622254	-4860.588302	70.067904	0	-Inf	0	0	4.31129	7.20487	-4969.943748	-4938.524312	62.838872	0	-Inf	0	0
ENSG00000163608	ENSG00000162399	ENSG00000162399	ENST00000314400	ENSP00000320251	25871	C3orf17	chromosome 3 open reading frame 17 [Source:HGNC Symbol;Acc:HGNC:24496]	1	4.38893	7.84094	-3672.437117	-3663.905105	17.064024	0.000197058	-3.7054059293	1	0.0009125858	4.62225	9.98221	-3715.908674	-3706.428557	18.960234	0.000076355	-4.1171625185	0.84723508	0.000385282	4.38878	7.97771	-3672.29101	-3663.90109	16.77984	0.000227145	-3.6436968186	1	0.0010585472	4.61999	9.92754	-3713.820147	-3706.417791	14.804712	0.000609814	-3.2148026094	1	0.0027262273
ENSG00000163617	ENSG00000122033	ENSG00000122033	ENST00000295878	ENSP00000295878	57577	KIAA1407	KIAA1407 [Source:HGNC Symbol;Acc:HGNC:29272]	1	3.75413	8.07001	-5659.573536	-5645.396019	28.355034	0.000000696	-6.1573907604	0.007722816	4.76717037037037E-06	4.29138	13.06381	-5751.824644	-5740.307331	23.034626	0.000009956	-5.0019151121	0.110471776	5.81124544976328E-05	3.99858	8.53008	-5658.010961	-5645.240357	25.541208	0.000002843	-5.5462231403	0.031545928	0.00001833	4.24888	12.51769	-5751.679521	-5740.252205	22.854632	0.000010894	-4.9628126291	0.120879824	6.51292155172414E-05
ENSG00000164031	ENSG00000102021	ENSG00000102021	ENST00000442697	ENSP00000404381	79982	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:HGNC Symbol;Acc:HGNC:25881]	1	2.9323	30.07381	-1810.032788	-1797.059783	25.94601	0.000002322	-5.6341377846	0.025764912	1.46892314709236E-05	3.19126	34.13489	-1849.475146	-1835.568479	27.813334	0.000000913	-6.0395292225	0.010130648	6.21512147239264E-06	2.92528	30.20162	-1812.631753	-1797.008861	31.245784	0.000000164	-6.785156152	0.001819744	1.24469493844049E-06	3.19053	34.141	-1849.472139	-1835.544465	27.855348	0.000000894	-6.0486624812	0.009919824	6.32641836734694E-06
ENSG00000164049	ENSG00000188820	ENSG00000188820	ENST00000296438	ENSP00000296438	285231	FBXW12	F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]	1	4.11733	3.69418	-3587.886018	-3575.700366	24.371304	0.000005103	-5.2921744317	0.056622888	3.08571596730245E-05	3.64963	3.66419	-3628.320437	-3616.751532	23.13781	0.000009456	-5.0242925365	0.104923776	5.54272456418384E-05	4.11728	3.69135	-3587.88598	-3575.696736	24.378488	0.000005085	-5.2937090427	0.05642316	3.14335153203343E-05	3.64937	3.64865	-3628.312691	-3616.730716	23.16395	0.000009333	-5.0299787342	0.103558968	5.65896E-05
ENSG00000164091	ENSG00000171611	ENSG00000171611	ENST00000296490	ENSP00000296490	80335	WDR82	WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]	1	3.16378	3.94776	-2167.695346	-2150.920611	33.54947	0.000000052	-7.2839966564	0.000576992	4.13318051575931E-07	3.33546	3.97712	-2202.596415	-2185.574275	34.04428	0.00000004	-7.3979400087	0.00044384	3.25873715124816E-07	3.16369	3.9485	-2167.565859	-2150.912039	33.30764	0.000000059	-7.2291479884	0.000654664	4.76119272727273E-07	3.33525	3.97777	-2202.52551	-2185.566334	33.918352	0.000000043	-7.3665315444	0.000477128	3.59553880934439E-07
ENSG00000164185	ENSG00000221963	ENSG00000221963	ENST00000296600	ENSP00000296600	133923	ZNF474	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	2	3.48839	4.6254	-2590.58078	-2579.631557	21.898446	0.000017572	-4.7551788054	0.194978912	9.7489456E-05	3.64037	5.67989	-2628.191762	-2618.598068	19.187388	0.000068157	-4.1664895337	0.756270072	0.0003470721	3.48839	4.62102	-2590.551253	-2579.631437	21.839632	0.000018096	-4.7424174124	0.200793216	0.0001025375	3.63628	5.65357	-2628.178566	-2618.598214	19.160704	0.000069073	-4.1606916812	0.766434008	0.0003627231
ENSG00000164323	ENSG00000189325	ENSG00000189325	ENST00000458385	ENSP00000409964	57587	CFAP97	cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276]	1	4.05607	9.94861	-3713.601233	-3705.63731	15.927846	0.000347786	-3.4586879043	1	0.0015429962	4.4793	46.45494	-3736.682054	-3728.843079	15.67795	0.000394073	-3.4044233199	1	0.0017638701	3.98954	21.59515	-3713.203792	-3705.496287	15.41501	0.000449441	-3.3473273118	1	0.0019947989	4.407	46.35352	-3736.179144	-3728.547788	15.262712	0.000485003	-3.314255575	1	0.0022027149
ENSG00000164399	ENSG00000108622	ENSG00000108622	ENST00000296870	ENSP00000296870	3562	IL3	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	2	4.57771	11.77217	-1235.460518	-1222.381537	26.157962	0.000002089	-5.68006156	0.023179544	1.33126521239954E-05	4.45092	9.70691	-1265.444436	-1256.240336	18.4082	0.000100626	-3.9972897907	1	0.0004993498	4.58405	11.86814	-1233.095033	-1222.380352	21.429362	0.000022216	-4.6533341333	0.246508736	0.0001239984	4.45028	9.78548	-1265.442706	-1256.232467	18.420478	0.00010001	-3.9999565727	1	0.0005120955
ENSG00000164825	ENSG00000137101	ENSG00000137101	ENST00000297439	ENSP00000297439	1672	DEFB1	defensin, beta 1 [Source:HGNC Symbol;Acc:HGNC:2766]	1	4.29963	41.40991	-493.148014	-479.642509	27.01101	0.000001363	-5.8655041442	0.015123848	8.96493657379964E-06	4.54293	33.71021	-519.238116	-507.943548	22.589136	0.00001244	-4.9051796196	0.13803424	7.14462939958592E-05	4.31915	41.60497	-493.148002	-479.652306	26.991392	0.000001377	-5.8610660597	0.015279192	9.31090310786106E-06	4.57545	34.04233	-519.219257	-507.973329	22.491856	0.00001306	-4.8840568231	0.14491376	7.71638764643237E-05
ENSG00000164893	ENSG00000079263	ENSG00000079263	ENST00000297524	ENSP00000297524	157724	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:23092]	1	5.40503	7.93724	-2788.702636	-2781.489708	14.425856	0.000736996	-3.1325348692	1	0.0030672348	5.21792	6.90104	-2828.068605	-2821.33547	13.46627	0.001190794	-2.9241633623	1	0.0048553234	5.40434	8.08126	-2788.502468	-2781.486917	14.031102	0.000897811	-3.0468150779	1	0.0037592871	5.2186	6.87627	-2827.84845	-2821.334463	13.027974	0.001482557	-2.8289886003	1	0.0061268351
ENSG00000165120	ENSG00000164399	ENSG00000164399	ENST00000297819	ENSP00000297819	136263	SSMEM1	serine-rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29580]	1	5.0071	27.20814	-1619.715865	-1610.006123	19.419484	0.000060689	-4.2168900185	0.673405144	0.000307772	5.02366	24.91266	-1658.154846	-1648.855275	18.599142	0.000091463	-4.0387545578	1	0.0004575624	5.01643	27.45258	-1619.641658	-1610.01003	19.263256	0.00006562	-4.1829637739	0.72811952	0.0003383455	5.02687	25.08189	-1658.081649	-1648.864191	18.434916	0.000099291	-4.0030901153	1	0.0005086486
ENSG00000165168	ENSG00000063127	ENSG00000063127	ENST00000378588	ENSP00000367851	1536	CYBB	cytochrome b-245, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:2578]	6	2.20687	8.97299	-3093.029719	-3068.679626	48.700186	0	-Inf	0	0	2.38449	9.38856	-3174.555737	-3147.771961	53.567552	0	-Inf	0	0	2.458	9.76729	-3091.182691	-3068.853227	44.658928	0	-Inf	0	0	2.57164	9.8907	-3172.967115	-3147.835572	50.263086	0	-Inf	0	0
