Ensembl Gene ID,Gene Start (bp),Gene End (bp),Strand,Chromosome Name,Associated Gene Name,Description
ENSG00000121390,20248896,20357142,-1,13,PSPC1,paraspeckle component 1 [Source:HGNC Symbol;Acc:20320]
ENSG00000174450,23684645,23692381,-1,15,GOLGA6L2,golgin A6 family-like 2 [Source:HGNC Symbol;Acc:26695]
ENSG00000268960,45778672,45779208,1,18,AC091150.1,HCG1818186; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R0Z1]
ENSG00000269591,20268547,20269240,1,13,AL354808.2,
ENSG00000119408,127019885,127115586,1,9,NEK6,NIMA-related kinase 6 [Source:HGNC Symbol;Acc:7749]
ENSG00000137090,841690,969090,1,9,DMRT1,doublesex and mab-3 related transcription factor 1 [Source:HGNC Symbol;Acc:2934]
ENSG00000104064,50569389,50647605,-1,15,GABPB1,"GA binding protein transcription factor, beta subunit 1 [Source:HGNC Symbol;Acc:4074]"
ENSG00000179455,23810454,23873064,1,15,MKRN3,makorin ring finger protein 3 [Source:HGNC Symbol;Acc:7114]
ENSG00000134030,46065417,46389588,1,18,CTIF,CBP80/20-dependent translation initiation factor [Source:HGNC Symbol;Acc:23925]
ENSG00000064218,976964,991731,1,9,DMRT3,doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:13909]
ENSG00000132950,20397622,20437776,-1,13,ZMYM5,"zinc finger, MYM-type 5 [Source:HGNC Symbol;Acc:13029]"
ENSG00000128322,23915312,23922495,-1,22,IGLL1,immunoglobulin lambda-like polypeptide 1 [Source:HGNC Symbol;Acc:5870]
ENSG00000198862,30300466,30365270,-1,21,LTN1,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:13082]
ENSG00000254585,23888691,23891175,-1,15,MAGEL2,MAGE-like 2 [Source:HGNC Symbol;Acc:6814]
ENSG00000182636,23930565,23932450,-1,15,NDN,"necdin, melanoma antigen (MAGE) family member [Source:HGNC Symbol;Acc:7675]"
ENSG00000132801,44486256,44507761,1,20,ZSWIM3,"zinc finger, SWIM-type containing 3 [Source:HGNC Symbol;Acc:16157]"
ENSG00000136930,127115745,127177723,-1,9,PSMB7,"proteasome (prosome, macropain) subunit, beta type, 7 [Source:HGNC Symbol;Acc:9544]"
ENSG00000185823,24920541,24928593,1,15,NPAP1,nuclear pore associated protein 1 [Source:HGNC Symbol;Acc:1190]
ENSG00000173253,1050354,1057552,1,9,DMRT2,doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:2935]
ENSG00000168612,44509866,44513905,1,20,ZSWIM1,"zinc finger, SWIM-type containing 1 [Source:HGNC Symbol;Acc:16155]"
ENSG00000124092,56071035,56100708,-1,20,CTCFL,CCCTC-binding factor (zinc finger protein)-like [Source:HGNC Symbol;Acc:16234]
ENSG00000187446,41523037,41574043,1,15,CHP1,calcineurin-like EF-hand protein 1 [Source:HGNC Symbol;Acc:17433]
ENSG00000261921,50355222,50360338,-1,HG325_PATCH,HYAL2,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321]
ENSG00000260384,31882412,31907525,1,HG989_PATCH,SERINC2,serine incorporator 2 [Source:HGNC Symbol;Acc:23231]
ENSG00000149634,44515128,44516274,-1,20,SPATA25,spermatogenesis associated 25 [Source:HGNC Symbol;Acc:16158]
ENSG00000124257,44517264,44519926,-1,20,NEURL2,neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:16156]
ENSG00000261887,102594406,102614364,1,HG1063_PATCH,C5orf30,chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:25052]
ENSG00000180264,127213423,127239379,1,9,GPR144,G protein-coupled receptor 144 [Source:HGNC Symbol;Acc:18651]
ENSG00000215781,43717,74342,-1,GL000195.1,AC011043.1,uncharacterized protein LOC389831  [Source:RefSeq peptide;Acc:NP_001229409]
ENSG00000104147,41601466,41624819,-1,15,OIP5,Opa interacting protein 5 [Source:HGNC Symbol;Acc:20300]
ENSG00000189269,23950639,23974508,-1,22,C22orf43,chromosome 22 open reading frame 43 [Source:HGNC Symbol;Acc:28031]
ENSG00000156253,30376705,30391699,-1,21,RWDD2B,RWD domain containing 2B [Source:HGNC Symbol;Acc:1302]
ENSG00000262860,34663352,34720227,1,HSCHR19_1_CTG3_1,LSM14A,"LSM14A, SCD6 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24489]"
ENSG00000136931,127243516,127269709,-1,9,NR5A1,"nuclear receptor subfamily 5, group A, member 1 [Source:HGNC Symbol;Acc:7983]"
ENSG00000101665,46446223,46477081,-1,18,SMAD7,SMAD family member 7 [Source:HGNC Symbol;Acc:6773]
ENSG00000196227,58508819,58523735,1,20,FAM217B,"family with sequence similarity 217, member B [Source:HGNC Symbol;Acc:16170]"
ENSG00000132670,2844830,3019722,1,20,PTPRA,"protein tyrosine phosphatase, receptor type, A [Source:HGNC Symbol;Acc:9664]"
ENSG00000262485,50357459,50365683,-1,HG325_PATCH,TUSC2,tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:17034]
ENSG00000132825,58511894,58515352,-1,20,PPP1R3D,"protein phosphatase 1, regulatory subunit 3D [Source:HGNC Symbol;Acc:9294]"
ENSG00000236227,32969905,32980956,1,HSCHR6_MHC_MCF,BRD2,bromodomain containing 2 [Source:HGNC Symbol;Acc:1103]
ENSG00000128739,25068794,25223870,1,15,SNRPN,small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:11164]
ENSG00000260130,1993155,2113475,1,HG19_PATCH,MYOM2,myomesin 2 [Source:HGNC Symbol;Acc:7614]
ENSG00000148200,127279554,127533589,-1,9,NR6A1,"nuclear receptor subfamily 6, group A, member 1 [Source:HGNC Symbol;Acc:7985]"
ENSG00000124215,58533471,58609066,1,20,CDH26,cadherin 26 [Source:HGNC Symbol;Acc:15902]
ENSG00000159496,24030323,24041363,1,22,RGL4,ral guanine nucleotide dissociation stimulator-like 4 [Source:HGNC Symbol;Acc:31911]
ENSG00000064601,44518783,44527459,1,20,CTSA,cathepsin A [Source:HGNC Symbol;Acc:9251]
ENSG00000185585,127539437,127577164,1,9,OLFML2A,olfactomedin-like 2A [Source:HGNC Symbol;Acc:27270]
ENSG00000156256,30396950,30426809,1,21,USP16,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:12614]
ENSG00000141446,19109242,19180845,-1,18,ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:24645]
ENSG00000267483,77085427,77512230,-1,HG748_PATCH,RBFOX3,"RNA binding protein, fox-1 homolog (C. elegans) 3 [Source:HGNC Symbol;Acc:27097]"
ENSG00000121741,20532810,20665968,1,13,ZMYM2,"zinc finger, MYM-type 2 [Source:HGNC Symbol;Acc:12989]"
ENSG00000137804,41624892,41673248,1,15,NUSAP1,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:18538]
ENSG00000197361,63889552,63894627,1,15,FBXL22,F-box and leucine-rich repeat protein 22 [Source:HGNC Symbol;Acc:27537]
ENSG00000136918,127615755,127620160,1,9,WDR38,WD repeat domain 38 [Source:HGNC Symbol;Acc:23745]
ENSG00000261981,77727001,77738304,1,HG748_PATCH,ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:23764]
ENSG00000080503,2015342,2193624,1,9,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:11098]"
ENSG00000136942,127620159,127624260,-1,9,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:10344]
ENSG00000230141,33005421,33010855,-1,HSCHR6_MHC_MCF,HLA-DOA,"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:4936]"
ENSG00000263005,50367220,50378412,-1,HG325_PATCH,RASSF1,Ras association (RalGDS/AF-6) domain family member 1 [Source:HGNC Symbol;Acc:9882]
ENSG00000262762,77774214,77784065,1,HG748_PATCH,CBX2,chromobox homolog 2 [Source:HGNC Symbol;Acc:1552]
ENSG00000136950,127624409,127640003,1,9,ARPC5L,"actin related protein 2/3 complex, subunit 5-like [Source:HGNC Symbol;Acc:23366]"
ENSG00000176659,58630980,58648008,1,20,C20orf197,chromosome 20 open reading frame 197 [Source:HGNC Symbol;Acc:26601]
ENSG00000262572,77788214,77797765,-1,HG748_PATCH,CBX8,chromobox homolog 8 [Source:HGNC Symbol;Acc:15962]
ENSG00000187792,24083769,24093279,-1,22,ZNF70,zinc finger protein 70 [Source:HGNC Symbol;Acc:13140]
ENSG00000167088,19192228,19210417,1,18,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide 16kDa [Source:HGNC Symbol;Acc:11158]
ENSG00000128218,24094930,24096655,-1,22,VPREB3,pre-B lymphocyte 3 [Source:HGNC Symbol;Acc:12710]
ENSG00000138592,50716577,50793280,1,15,USP8,ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:12631]
ENSG00000179242,59827482,60515673,1,20,CDH4,"cadherin 4, type 1, R-cadherin (retinal) [Source:HGNC Symbol;Acc:1763]"
ENSG00000260355,57517884,57541253,1,HG14_PATCH,ZNF716,zinc finger protein 716 [Source:HGNC Symbol;Acc:32458]
ENSG00000136935,127640646,127710771,-1,9,GOLGA1,golgin A1 [Source:HGNC Symbol;Acc:4424]
ENSG00000169314,24105208,24108048,1,22,C22orf15,chromosome 22 open reading frame 15 [Source:HGNC Symbol;Acc:15558]
ENSG00000173281,8993765,9009084,-1,8,PPP1R3B,"protein phosphatase 1, regulatory subunit 3B [Source:HGNC Symbol;Acc:14942]"
ENSG00000262505,156750881,156787425,-1,HSCHR4_1_CTG12,ASIC5,
ENSG00000103657,63900817,64126141,-1,15,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:4867]
ENSG00000253426,9009252,9025646,1,8,RP11-10A14.4,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E5RH78]
ENSG00000158201,19230858,19284766,-1,18,ABHD3,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:18718]
ENSG00000262635,156775890,156841558,1,HSCHR4_1_CTG12,TDO2,"tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:11708]"
ENSG00000168384,33065822,33082016,-1,HSCHR6_MHC_MCF,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:4938]"
ENSG00000250479,24108021,24110630,-1,22,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:15559]
ENSG00000124253,56136136,56141513,1,20,PCK1,phosphoenolpyruvate carboxykinase 1 (soluble) [Source:HGNC Symbol;Acc:8724]
ENSG00000121743,20712394,20735188,-1,13,GJA3,"gap junction protein, alpha 3, 46kDa [Source:HGNC Symbol;Acc:4277]"
ENSG00000263238,156845270,156875063,-1,HSCHR4_1_CTG12,CTSO,cathepsin O [Source:HGNC Symbol;Acc:2542]
ENSG00000141627,46570039,46987717,-1,18,DYM,dymeclin [Source:HGNC Symbol;Acc:21317]
ENSG00000165474,20761609,20767037,-1,13,GJB2,"gap junction protein, beta 2, 26kDa [Source:HGNC Symbol;Acc:4284]"
ENSG00000140553,91473410,91497323,1,15,UNC45A,unc-45 homolog A (C. elegans) [Source:HGNC Symbol;Acc:30594]
ENSG00000102309,71401203,71522776,1,X,PIN4,"protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:HGNC Symbol;Acc:8992]"
ENSG00000099953,24110413,24126503,1,22,MMP11,matrix metallopeptidase 11 (stromelysin 3) [Source:HGNC Symbol;Acc:7157]
ENSG00000179253,60292562,60294804,-1,20,RP11-429E11.3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q5VZ43]
ENSG00000261923,14665269,14892350,1,HG873_PATCH,PDE3B,"phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:8779]"
ENSG00000121742,20796110,20806534,-1,13,GJB6,"gap junction protein, beta 6, 30kDa [Source:HGNC Symbol;Acc:4288]"
ENSG00000173611,127704887,127905785,-1,9,SCAI,suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:26709]
ENSG00000156261,30428126,30446118,-1,21,CCT8,"chaperonin containing TCP1, subunit 8 (theta) [Source:HGNC Symbol;Acc:1623]"
ENSG00000267954,24124467,24126145,-1,22,AP000349.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0QXI1]
ENSG00000273173,25200133,25223729,1,15,SNURF,SNRPN upstream reading frame protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y675]
ENSG00000173273,9413424,9639856,1,8,TNKS,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:HGNC Symbol;Acc:11941]"
ENSG00000130699,60528525,60640866,-1,20,TAF4,"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa [Source:HGNC Symbol;Acc:11537]"
ENSG00000147852,2621834,2660053,1,9,VLDLR,very low density lipoprotein receptor [Source:HGNC Symbol;Acc:12698]
ENSG00000186871,71424510,71458897,-1,X,ERCC6L,"excision repair cross-complementing rodent repair deficiency, complementation group 6-like [Source:HGNC Symbol;Acc:20794]"
ENSG00000266074,79369275,79440126,1,HG271_PATCH,BAHCC1,BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:29279]
ENSG00000165475,20977806,21099996,-1,13,CRYL1,"crystallin, lambda 1 [Source:HGNC Symbol;Acc:18246]"
ENSG00000035664,64199235,64364232,-1,15,DAPK2,death-associated protein kinase 2 [Source:HGNC Symbol;Acc:2675]
ENSG00000137806,41679551,41694717,-1,15,NDUFAF1,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1 [Source:HGNC Symbol;Acc:18828]"
ENSG00000230763,33077161,33088426,1,HSCHR6_MHC_MCF,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:4940]"
ENSG00000099956,24129150,24176703,1,22,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:11103]"
ENSG00000198034,71475529,71497150,-1,X,RPS4X,"ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:10424]"
ENSG00000177576,47008028,47013622,-1,18,C18orf32,chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:31690]
ENSG00000262968,14899553,14913798,-1,HG873_PATCH,CYP2R1,"cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:HGNC Symbol;Acc:20580]"
ENSG00000125787,3024268,3026393,1,20,GNRH2,gonadotropin-releasing hormone 2 [Source:HGNC Symbol;Acc:4420]
ENSG00000119414,127908852,127952218,-1,9,PPP6C,"protein phosphatase 6, catalytic subunit [Source:HGNC Symbol;Acc:9323]"
ENSG00000137815,41700606,41775761,1,15,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28996]"
ENSG00000233348,31596744,31610423,-1,HSCHR6_MHC_SSTO,BAG6,BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:13919]
ENSG00000101752,19284918,19450918,1,18,MIB1,mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21086]
ENSG00000124256,56178902,56195632,-1,20,ZBP1,Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:16176]
ENSG00000166797,64364758,64386217,-1,15,FAM96A,"family with sequence similarity 96, member A [Source:HGNC Symbol;Acc:26235]"
ENSG00000099958,24176690,24181315,-1,22,DERL3,derlin 3 [Source:HGNC Symbol;Acc:14236]
ENSG00000168263,2717502,2730037,1,9,KCNV2,"potassium channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:19698]"
ENSG00000215472,47008051,47017956,-1,18,RPL17-C18orf32,RPL17-C18orf32 readthrough [Source:HGNC Symbol;Acc:44661]
ENSG00000125901,3026591,3028900,1,20,MRPS26,mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:14045]
ENSG00000101405,3052266,3053163,1,20,OXT,oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:8528]
ENSG00000149657,60697517,60710434,1,20,LSM14B,"LSM14B, SCD6 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:15887]"
ENSG00000170236,50792759,50838905,-1,15,USP50,ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:20079]
ENSG00000101200,3063202,3065370,-1,20,AVP,arginine vasopressin [Source:HGNC Symbol;Acc:894]
ENSG00000136933,127962821,127996437,1,9,RABEPK,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:16896]
ENSG00000147535,38120648,38126761,-1,8,PPAPDC1B,phosphatidic acid phosphatase type 2 domain containing 1B [Source:HGNC Symbol;Acc:25026]
ENSG00000267807,79483771,79497647,-1,HG271_PATCH,ACTG1,"actin, gamma 1 [Source:HGNC Symbol;Acc:144]"
ENSG00000102100,48760459,48769235,-1,X,SLC35A2,"solute carrier family 35 (UDP-galactose transporter), member A2 [Source:HGNC Symbol;Acc:11022]"
ENSG00000080608,2720469,2844241,-1,9,KIAA0020,KIAA0020 [Source:HGNC Symbol;Acc:29676]
ENSG00000032742,21140585,21265503,1,13,IFT88,intraflagellar transport 88 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:20606]
ENSG00000257637,33078411,33080790,-1,HSCHR6_MHC_MCF,CR759795.1,
ENSG00000044574,127997132,128003609,-1,9,HSPA5,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:5238]"
ENSG00000156265,30449792,30548210,1,21,MAP3K7CL,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:16457]
ENSG00000214265,25200181,25245423,1,15,SNURF,SNRPN upstream reading frame [Source:HGNC Symbol;Acc:11171]
ENSG00000124225,56223448,56286592,-1,20,PMEPA1,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]"
ENSG00000175806,9911778,10286401,1,8,MSRA,methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:7377]
ENSG00000172458,21276266,21297237,1,13,IL17D,interleukin 17D [Source:HGNC Symbol;Acc:5984]
ENSG00000028528,64386322,64438289,1,15,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:11172]
ENSG00000133460,24198890,24228496,1,22,SLC2A11,"solute carrier family 2 (facilitated glucose transporter), member 11 [Source:HGNC Symbol;Acc:14239]"
ENSG00000092439,50844670,50979012,-1,15,TRPM7,"transient receptor potential cation channel, subfamily M, member 7 [Source:HGNC Symbol;Acc:17994]"
ENSG00000169762,16162128,16229033,-1,4,TAPT1,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:26887]
ENSG00000150456,21302870,21348097,-1,13,N6AMT2,N-6 adenine-specific DNA methyltransferase 2 (putative) [Source:HGNC Symbol;Acc:27351]
ENSG00000265681,47014851,47018906,-1,18,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:10307]
ENSG00000102096,48770459,48776301,-1,X,PIM2,pim-2 oncogene [Source:HGNC Symbol;Acc:8987]
ENSG00000101182,60711791,60718496,-1,20,PSMA7,"proteasome (prosome, macropain) subunit, alpha type, 7 [Source:HGNC Symbol;Acc:9536]"
ENSG00000114062,25582381,25684128,-1,15,UBE3A,ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:12496]
ENSG00000176731,86126311,86132650,-1,8,C8orf59,chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:32235]
ENSG00000156273,30566392,31003071,1,21,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:935]"
ENSG00000124237,56725960,56736206,1,20,C20orf85,chromosome 20 open reading frame 85 [Source:HGNC Symbol;Acc:16216]
ENSG00000080298,3218297,3526004,-1,9,RFX3,"regulatory factor X, 3 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9984]"
ENSG00000100979,44527399,44540794,-1,20,PLTP,phospholipid transfer protein [Source:HGNC Symbol;Acc:9093]
ENSG00000137825,41785591,41795747,1,15,ITPKA,inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:6178]
ENSG00000124227,56793551,56803709,-1,20,ANKRD60,ankyrin repeat domain 60 [Source:HGNC Symbol;Acc:16217]
ENSG00000132953,21351469,21477187,-1,13,XPO4,exportin 4 [Source:HGNC Symbol;Acc:17796]
ENSG00000263588,19668021,19678741,1,18,RP11-595B24.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:J3KTR3]
ENSG00000186416,118722300,118739858,-1,X,NKRF,NFKB repressing factor [Source:HGNC Symbol;Acc:19374]
ENSG00000185019,3088219,3140842,-1,20,UBOX5,U-box domain containing 5 [Source:HGNC Symbol;Acc:17777]
ENSG00000203286,3452305,3469181,-1,9,AL365202.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7BYV5]
ENSG00000068308,48779305,48815648,-1,X,OTUD5,OTU domain containing 5 [Source:HGNC Symbol;Acc:25402]
ENSG00000123908,141541264,141645718,-1,8,AGO2,argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:3263]
ENSG00000251357,24204375,24237410,1,22,AP000350.10,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7C1H1]
ENSG00000187954,145674965,145691060,-1,8,CYHR1,cysteine/histidine-rich 1 [Source:HGNC Symbol;Acc:17806]
ENSG00000125931,71521488,71527037,-1,X,CITED1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1 [Source:HGNC Symbol;Acc:1986]"
ENSG00000240972,24236191,24237414,1,22,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:HGNC Symbol;Acc:7097]
ENSG00000141448,19749404,19782491,1,18,GATA6,GATA binding protein 6 [Source:HGNC Symbol;Acc:4174]
ENSG00000215251,3127165,3140543,-1,20,FASTKD5,FAST kinase domains 5 [Source:HGNC Symbol;Acc:25790]
ENSG00000218537,24236613,24241117,-1,22,AP000350.4,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:B5MCZ7]
ENSG00000124224,56806188,56884495,-1,20,PPP4R1L,"protein phosphatase 4, regulatory subunit 1-like [Source:HGNC Symbol;Acc:15755]"
ENSG00000062524,41795836,41806085,-1,15,LTK,leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:6721]
ENSG00000133433,24299601,24303373,-1,22,GSTT2B,glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:33437]
ENSG00000088899,3143263,3154192,-1,20,LZTS3,"Homo sapiens leucine zipper, putative tumor suppressor family member 3 (LZTS3), mRNA. [Source:RefSeq mRNA;Acc:NM_001282533]"
ENSG00000212710,19993564,19997878,-1,18,CTAGE1,cutaneous T-cell lymphoma-associated antigen 1 [Source:HGNC Symbol;Acc:24346]
ENSG00000107249,3824127,4348392,-1,9,GLIS3,GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:28510]
ENSG00000262933,14988217,14993851,-1,HG873_PATCH,CALCA,calcitonin-related polypeptide alpha [Source:HGNC Symbol;Acc:1437]
ENSG00000150457,21547171,21635686,-1,13,LATS2,large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:6515]
ENSG00000099974,24309089,24314721,1,22,DDTL,D-dopachrome tautomerase-like [Source:HGNC Symbol;Acc:33446]
ENSG00000184647,10383056,10411676,1,8,PRSS55,"protease, serine, 55 [Source:HGNC Symbol;Acc:30824]"
ENSG00000198171,3170996,3185331,-1,20,DDRGK1,DDRGK domain containing 1 [Source:HGNC Symbol;Acc:16110]
ENSG00000099977,24313554,24322660,-1,22,DDT,D-dopachrome tautomerase [Source:HGNC Symbol;Acc:2732]
ENSG00000184402,60718822,60757540,1,20,SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1 [Source:HGNC Symbol;Acc:15592]
ENSG00000150459,21714653,21723221,1,13,SAP18,"Sin3A-associated protein, 18kDa [Source:HGNC Symbol;Acc:10530]"
ENSG00000145321,72607410,72669758,-1,4,GC,group-specific component (vitamin D binding protein) [Source:HGNC Symbol;Acc:4187]
ENSG00000215750,53590,56132,-1,GL000194.1,AC145212.1,
